iter	MultiClass
794	0.03812276858
795	0.03807365017
796	0.03802748114
797	0.03798990843
798	0.03794431383
799	0.03786294982
800	0.03781449493
801	0.03774425906
802	0.03768059912
803	0.03763804439
804	0.03760573367
805	0.03755930391
806	0.03750394923
807	0.03746171961
808	0.03739239852
809	0.03732901011
810	0.0372786446
811	0.03724084352
812	0.03718448856
813	0.03714609897
814	0.03709003771
815	0.03704137458
816	0.03699504116
817	0.03694477849
818	0.03687750172
819	0.03683785264
820	0.03680031489
821	0.03673263014
822	0.03668226987
823	0.03664357224
824	0.0365902152
825	0.03653918334
826	0.03650323622
827	0.03644362338
828	0.0363973743
829	0.03636570949
830	0.03633214853
831	0.03628776456
832	0.03625727497
833	0.0362235686
834	0.0361810081
835	0.03612469149
836	0.03606924993
837	0.03602194946
838	0.03594687111
839	0.03591457104
840	0.03587962424
841	0.03584939595
842	0.03577341411
843	0.03574652981
844	0.03570572165
845	0.03567056561
846	0.03560321083
847	0.0355588189
848	0.03551681077
849	0.03547554344
850	0.03543142237
851	0.03540195415
852	0.03536672047
853	0.03533530688
854	0.03529403374
855	0.03523676616
856	0.03518366152
857	0.03515686719
858	0.03509973855
859	0.03506389882
860	0.03502181316
861	0.03494961654
862	0.03488326867
863	0.0348161461
864	0.03474868256
865	0.03463989683
866	0.03460113331
867	0.03455311112
868	0.03451721276
869	0.03447411779
870	0.03443882841
871	0.03440874495
872	0.03437389893
873	0.03433352382
874	0.034274841
875	0.03421958842
876	0.0341828677
877	0.03411601636
878	0.03406978581
879	0.03403501075
880	0.03397296998
881	0.03393512822
882	0.03390248731
883	0.03385454965
884	0.03381647263
885	0.03378281142
886	0.03374347594
887	0.03368234507
888	0.03363960427
889	0.03358840854
890	0.03355885648
891	0.0334893658
892	0.03345033236
893	0.03339838684
894	0.03336464833
895	0.03331894363
896	0.03327459325
897	0.03324369759
898	0.03320655379
899	0.03316050232
900	0.03312789409
901	0.03309578611
902	0.03306855759
903	0.03300119222
904	0.03296642386
905	0.03289983533
906	0.03287398291
907	0.03284872771
908	0.03281453708
909	0.03277209675
910	0.03273114128
911	0.03270368083
912	0.03266475557
913	0.03263284612
914	0.03260437153
915	0.03256737827
916	0.03253491387
917	0.03247905576
918	0.0324250175
919	0.03238772897
920	0.03234441937
921	0.03231941604
922	0.03229188976
923	0.03226117045
924	0.03220917939
925	0.03216041177
926	0.03212862343
927	0.03210560266
928	0.03207911427
929	0.03205252522
930	0.03202453544
931	0.03198991362
932	0.03193769439
933	0.03190232769
934	0.03186147323
935	0.03181334684
936	0.03177046165
937	0.03173603764
938	0.03165138932
939	0.03162976863
940	0.03160536933
941	0.03156161776
942	0.03151883447
943	0.03148608166
944	0.03145493307
945	0.0314210798
946	0.03138607088
947	0.0313559405
948	0.03133415053
949	0.03130653849
950	0.03126354461
951	0.03123566324
952	0.03118021919
953	0.0311504551
954	0.03112304955
955	0.03109368035
956	0.03106955018
957	0.03103370184
958	0.03100316743
959	0.03095140986
960	0.03090195282
961	0.03087277633
962	0.03084368941
963	0.03080842266
964	0.03078510302
965	0.03073579876
966	0.03071354999
967	0.03067719265
968	0.03063925317
969	0.0305986721
970	0.03057272258
971	0.03054758559
972	0.03050363801
973	0.0304608438
974	0.03041369658
975	0.03037564073
976	0.03033665658
977	0.03030456527
978	0.03023358452
979	0.03020814544
980	0.03018939621
981	0.03015181939
982	0.0301196723
983	0.03008371917
984	0.03005757133
985	0.03002304289
986	0.02999293203
987	0.02995038718
988	0.02991426347
989	0.02988331519
990	0.02984393058
991	0.02981151892
992	0.02978268207
993	0.02974507983
994	0.02972058406
995	0.02968788123
996	0.02963396141
997	0.02959077014
998	0.02956016085
999	0.02953156793
